RECL,Last Column (lCol)                         ,Edit    ,Num
salfreq,Salary Frequency                           ,Combo   ,Char
pRECL,Last Column                                ,Edit    ,Num
psalfreq,Salary Frequency                           ,Combo   ,Char
fNOM[1;],No Of Members (NOM)                        ,Format  ,Num
fNOM[2;],to                                         ,Format  ,Num
pfNOM[1;],No Of Members (#NOM)                       ,Format  ,Num
pfNOM[2;],to                                         ,Format  ,Num
fNAME[1;],Member's Name (NAME)                       ,Format  ,Num
fNAME[2;],to                                         ,Format  ,Num
pfNAME[1;],Member's Name (#NAME)                      ,Format  ,Num
pfNAME[2;],to                                         ,Format  ,Num
fSEX[1;],Sex (SEX)                                  ,Format  ,Num
fSEX[2;],Sex (SEX)                                  ,Format  ,Num
pfSEX[1;],Sex (#SEX)                                 ,Format  ,Num
pfSEX[2;],Sex (#SEX)                                 ,Format  ,Num
fCAT[1;],Category (CAT)                             ,Format  ,Num
fCAT[2;],to                                         ,Format  ,Num
pfCAT[1;],Category (#CAT)                            ,Format  ,Num
pfCAT[2;],to                                         ,Format  ,Num
fDOB[1;],Date Of Birth (DOB)                        ,Format  ,Num
fDOB[2;],to                                         ,Format  ,Num
dfDOB,Format                                     ,Format  ,Upper
pfDOB[1;],Date Of Birth (#DOB)                       ,Format  ,Num
pfDOB[2;],to                                         ,Format  ,Num
pdfDOB,Format                                     ,Format  ,Upper
fDJS[1;],DoJ Company (DJS)                          ,Format  ,Num
fDJS[2;],to                                         ,Format  ,Num
dfDJS,Format                                     ,Format  ,Upper
pfDJS[1;],DoJ Company (#DJS)                         ,Format  ,Num
pfDJS[2;],to                                         ,Format  ,Num
pdfDJS,Format                                     ,Format  ,Upper
fDJF[1;],DoJ Scheme (DJF)                           ,Format  ,Num
fDJF[2;],to                                         ,Format  ,Num
dfDJF,Format                                     ,Format  ,Upper
pfDJF[1;],DoJ Scheme (#DJF)                          ,Format  ,Num
pfDJF[2;],to                                         ,Format  ,Num
pdfDJF,Format                                     ,Format  ,Upper
fMOE[1;],Mode of Exit (MOE)                         ,Format  ,Num
fMOE[2;],to                                         ,Format  ,Num
pfMOE[1;],Mode of Exit (#MOE)                        ,Format  ,Num
pfMOE[2;],to                                         ,Format  ,Num
fDOE[1;],Date of Exit (DOE)                         ,Format  ,Num
fDOE[2;],to                                         ,Format  ,Num
dfDOE,Format                                     ,Format  ,Upper
pfDOE[1;],Date of Exit (#DOE)                        ,Format  ,Num
pfDOE[2;],to                                         ,Format  ,Num
pdfDOE,Format                                     ,Format  ,Upper
fBOE[1;],Lump Sum Benefit on Exit (BOE)             ,Format  ,Num
fBOE[2;],to                                         ,Format  ,Num
pfBOE[1;],Lump Sum Benefit on Exit (#BOE)            ,Format  ,Num
pfBOE[2;],to                                         ,Format  ,Num
fPSAL[1;],Previous Salary (PSAL)                     ,Format  ,Num
fPSAL[2;],to                                         ,Format  ,Num
pfPSAL[1;],Previous Previous Salary (#PSAL)           ,Format  ,Num
pfPSAL[2;],to                                         ,Format  ,Num
fSAL[1;],Current Salary (SAL)                       ,Format  ,Num
fSAL[2;],to                                         ,Format  ,Num
pfSAL[1;],Previous Current Salary (#SAL)             ,Format  ,Num
pfSAL[2;],to                                         ,Format  ,Num
fACW[1;],Acc Conts (ACW)                            ,Format  ,Num
fACW[2;],to                                         ,Format  ,Num
pfACW[1;],Previous Acc Conts (#ACW)                  ,Format  ,Num
pfACW[2;],to                                         ,Format  ,Num
fACWO[1;],Acc Conts without Interest (ACWO)          ,Format  ,Num
fACWO[2;],to                                         ,Format  ,Num
pfACWO[1;],Previous Acc Conts without Interest (#ACWO),Format  ,Num
pfACWO[2;],to                                         ,Format  ,Num
fEACWO[1;],Acc Employer Conts without Interest (EACWO),Format  ,Num
fEACWO[2;],to                                         ,Format  ,Num
pfEACWO[1;],Previous Acc Employer Conts without Interest (#EACWO),Format  ,Num
pfEACWO[2;],to                                                   ,Format  ,Num
fGMP0[1;],Pre 1988 GMP (GMP0)                                  ,Format  ,Num
fGMP0[2;],to                                                   ,Format  ,Num
pfGMP0[1;],Previous Pre 1988 GMP (#GMP0)                        ,Format  ,Num
pfGMP0[2;],to                                                   ,Format  ,Num
fGMPE0[1;],Post 1988 GMP (GMPE0)                                ,Format  ,Num
fGMPE0[2;],to                                                   ,Format  ,Num
pfGMPE0[1;],Previous Post 1988 GMP (#GMPE0)                      ,Format  ,Num
pfGMPE0[2;],to                                                   ,Format  ,Num
TotNumVars[;] ,Variable Name                                        ,Col     ,Char  
TotNumFrom[;] ,Current From                                         ,Col     ,Num   
TotNumTo[;]   ,Current To                                           ,Col     ,Num   
pTotNumFrom[;],Previous From                                        ,Col     ,Num   
pTotNumTo[;]  ,Previous To                                          ,Col     ,Num   
TotNumDesc[;] ,Description                                          ,Col     ,Char  
AvNumVars[;]  ,Variable Name                                        ,Col     ,Char  
AvNumFrom[;]  ,Current From                                         ,Col     ,Num   
AvNumTo[;]    ,Current To                                           ,Col     ,Num   
pAvNumFrom[;] ,Previous From                                        ,Col     ,Num   
pAvNumTo[;]   ,Previous To                                          ,Col     ,Num   
AvNumDesc[;]  ,Description                                          ,Col     ,Char  
CharVars[;]   ,Variable Name                                        ,Col     ,Char  
CharFrom[;]   ,From                                                 ,Col     ,Num   
CharTo[;]     ,To                                                   ,Col     ,Num   
CharDesc[;]   ,Description                                          ,Col     ,Char  
DateVars[;]   ,Variable Name                                        ,Col     ,Char  
DateFrom[;]   ,From                                                 ,Col     ,Num   
DateTo[;]     ,To                                                   ,Col     ,Num   
DateFmt[;]    ,Date Format                                          ,Col     ,Upper 
DateDesc[;]   ,Description                                          ,Col     ,Char  
Category[;]   ,Category                                             ,Row     ,Char  
MinAgeM[;]    ,Min. Age (Male)                                      ,Row     ,Num   
MaxAgeM[;]    ,Max. Age (Male)                                      ,Row     ,Num   
MinAgeF[;]    ,Min. Age (Female)                                    ,Row     ,Num   
MaxAgeF[;]    ,Max. Age (Female)                                    ,Row     ,Num   
MinSal[;]     ,Min. Salary                                          ,Row     ,Num   
MaxSal[;]     ,Max. Salary                                          ,Row     ,Num   
